step,type,amount,oldbalanceOrg,oldbalanceDest,isFraud,isFlaggedFraud
166,5,214852.02,119997.0,1033553.66,0,0
139,5,124602.22,0.0,1294683.05,0,0
661,4,10772.63,44689.08,0.0,0,0
690,3,90703.27,301842.43,999071.7,0,0
34,5,11949.34,0.0,416140.93,0,0
34,5,8002.17,155441.0,21093.0,0,0
159,5,189110.25,0.0,6328462.43,0,0
18,4,518.18,6057.0,0.0,0,0
212,3,138744.88,3274404.93,3498216.38,0,0
255,5,292345.0,20635.0,223495.91,0,0
358,2,542448.28,15643.0,0.0,0,0
378,5,136922.03,0.0,446689.48,0,0
38,4,9965.8,21674.0,0.0,0,0
259,5,94961.59,0.0,2451298.85,0,0
308,4,6278.84,963.0,0.0,0,0
202,4,13045.51,35205.0,0.0,0,0
119,1,748.7,16497.0,808650.29,0,0
230,5,187840.06,0.0,433256.66,0,0
349,3,306388.38,3438567.67,673100.2,0,0
157,3,85915.46,3754310.47,1421248.76,0,0
139,3,43097.33,48616.0,7774053.05,0,0
236,5,195557.75,0.0,268809.1,0,0
540,5,127538.23,2761.0,4131257.9,0,0
379,3,118114.11,4928413.92,1539694.23,0,0
372,4,40004.7,9939.6,0.0,0,0
167,2,438834.43,77177.0,1797822.51,0,0
356,4,23424.11,0.0,0.0,0,0
307,5,18320.79,0.0,49117.83,0,0
8,4,4535.22,1154317.42,0.0,0,0
326,4,11020.35,0.0,0.0,0,0
352,4,19527.24,0.0,0.0,0,0
260,4,4264.2,340.0,0.0,0,0
514,2,262376.08,0.0,637578.33,0,0
345,4,21862.46,259799.76,0.0,0,0
209,5,386512.64,24006.0,6304783.17,0,0
161,5,127136.69,0.0,276573.93,0,0
229,4,21780.78,104343.0,0.0,0,0
394,4,3737.48,0.0,0.0,0,0
33,3,102665.48,6177053.14,634917.93,0,0
8,3,85594.55,35715.0,25725.0,0,0
182,3,38814.41,297917.0,0.0,0,0
34,4,2404.52,24369.0,0.0,0,0
162,5,333157.55,523.0,0.0,0,0
277,4,19606.22,145042.25,0.0,0,0
375,5,61066.85,0.0,9022603.84,0,0
164,5,31854.02,0.0,188644.7,0,0
235,3,303173.29,1619879.07,343601.84,0,0
547,5,230511.5,273.0,5168647.93,0,0
321,3,61041.91,106797.0,0.0,0,0
305,5,136433.2,0.0,1184266.04,0,0
186,5,159186.62,0.0,1804873.99,0,0
353,5,64137.04,0.0,3552266.25,0,0
346,5,97796.78,7336.0,0.0,0,0
164,5,319732.58,0.0,816196.47,0,0
139,5,177714.24,0.0,3480955.62,0,0
40,1,2407.22,20752.0,432911.4,0,0
227,3,10123.75,13960059.33,534447.98,0,0
36,5,157197.11,0.0,185328.02,0,0
345,5,163027.43,0.0,349260.64,0,0
715,5,137972.96,21531.0,1707955.73,0,0
17,5,52580.68,12787.01,1480466.31,0,0
153,4,8275.53,0.0,0.0,0,0
18,3,155336.59,20751.0,0.0,0,0
284,5,104694.92,0.0,2360602.0,0,0
255,2,484488.12,15496.0,0.0,0,0
41,5,481867.5,0.0,9006281.24,0,0
225,4,4302.93,0.0,0.0,0,0
44,3,228933.02,6194482.29,4161496.35,0,0
42,3,137043.03,30836.0,2369503.56,0,0
304,5,253891.61,19.0,2172233.0,0,0
210,4,961.73,0.0,0.0,0,0
12,4,4001.77,60056.0,0.0,0,0
396,5,499257.57,2728.0,0.0,0,0
155,5,48618.02,0.0,532707.84,0,0
187,3,12437.7,1381853.46,2154905.46,0,0
299,4,69818.88,19967.0,0.0,0,0
251,5,174420.76,22361.0,1249228.46,0,0
132,4,21817.81,248039.26,0.0,0,0
346,2,71085.81,109.0,0.0,0,0
159,3,387963.05,148587.0,538614.53,0,0
134,5,119717.03,0.0,483664.44,0,0
37,3,53186.04,181887.0,0.0,0,0
250,3,229370.65,3463.0,425705.43,0,0
40,5,35991.1,59618.0,243503.3,0,0
687,4,34088.4,60433.0,0.0,0,0
185,2,212473.23,6129.0,4652756.34,0,0
371,3,84153.09,1299815.74,543668.41,0,0
332,5,188618.03,45186.0,0.0,0,0
398,2,1341304.88,57701.0,2469178.31,0,0
331,5,32411.39,0.0,168969.54,0,0
159,4,7460.29,18399.94,0.0,0,0
330,3,210539.18,8293645.49,1690401.79,0,0
377,4,22412.12,0.0,0.0,0,0
492,3,242064.7,891817.22,254336.05,0,0
233,4,23877.7,19960.0,0.0,0,0
260,5,2105.76,0.0,239932.91,0,0
249,3,101911.35,1946873.87,637318.09,0,0
372,3,268055.25,7495924.98,1169274.78,0,0
330,5,122254.05,116375.0,2488340.63,0,0
277,3,165840.34,1038044.11,3247215.45,0,0
301,5,282517.04,43532.0,166829.12,0,0
214,5,76993.59,30653.0,2913555.25,0,0
18,5,212864.48,0.0,4590380.78,0,0
307,4,18941.47,125802.0,0.0,0,0
41,2,201908.82,0.0,234078.18,0,0
399,2,322539.96,0.0,171996479.75,0,0
158,5,134111.32,15575.0,184253.88,0,0
37,5,153021.28,0.0,217046.67,0,0
323,5,471529.52,157.0,140944.97,0,0
230,3,154113.62,21214.0,0.0,0,0
354,4,24638.42,0.0,0.0,0,0
400,5,91334.56,0.0,1082751.93,0,0
252,4,21902.59,102249.0,0.0,0,0
331,4,24004.6,32080.0,0.0,0,0
403,5,152552.76,142.0,786632.88,0,0
166,5,215984.11,0.0,452100.11,0,0
259,4,6814.45,0.0,0.0,0,0
9,4,10042.85,0.0,0.0,0,0
39,5,207657.56,516.0,475903.64,0,0
185,5,111760.94,0.0,1036891.84,0,0
18,4,2605.72,0.0,0.0,0,0
232,3,380544.1,1387430.33,2682064.89,0,0
255,5,264807.03,1093.0,0.0,0,0
331,4,9135.63,0.0,0.0,0,0
402,5,408194.21,0.0,1056916.42,0,0
160,5,136913.07,100369.0,0.0,0,0
395,3,182387.24,7379087.68,1263228.72,0,0
134,4,35502.73,123683.06,0.0,0,0
205,5,2513.4,49996.0,0.0,0,0
133,5,47448.58,0.0,1653036.67,0,0
255,5,126604.01,211139.0,550369.27,0,0
37,4,2010.4,249809.49,0.0,0,0
325,5,162215.41,83353.0,54763.89,0,0
617,4,4343.3,0.0,0.0,0,0
395,5,209466.94,40347.0,18387.57,0,0
348,4,7348.68,585372.74,0.0,0,0
331,5,19819.99,0.0,459366.96,0,0
18,4,21501.33,1407254.61,0.0,0,0
573,4,13334.95,49051.0,0.0,0,0
251,3,487524.79,716541.79,4113608.19,0,0
332,4,10797.77,0.0,0.0,0,0
525,3,1717.4,196.0,856824.46,0,0
13,4,32844.4,442.0,0.0,0,0
373,5,78996.33,0.0,2467655.25,0,0
19,5,371659.98,30361.0,5964851.95,0,0
42,5,158266.17,0.0,261526.91,0,0
160,5,68637.0,0.0,173677.33,0,0
555,4,974.52,19884.0,0.0,0,0
349,4,15834.29,35625.0,0.0,0,0
163,4,490.18,0.0,0.0,0,0
405,5,110422.67,34209.0,8721.08,0,0
35,5,458593.55,22017.0,0.0,0,0
19,3,50702.81,3196.0,0.0,0,0
551,4,6480.4,83234.94,0.0,0,0
209,5,98936.95,50450.1,309268.56,0,0
380,3,61976.56,113381.64,0.0,0,0
44,5,19846.93,318376.24,1022762.38,0,0
136,2,1142630.4,0.0,9299230.06,0,0
308,4,17220.64,30558.0,0.0,0,0
249,3,82895.14,10505193.99,621125.97,0,0
204,4,2080.37,0.0,0.0,0,0
331,4,31818.77,0.0,0.0,0,0
528,2,243880.02,0.0,481333.88,0,0
135,5,486566.35,10217.0,2290380.8,0,0
208,3,376432.92,946030.16,4012409.31,0,0
307,5,26773.03,0.0,133962.21,0,0
239,5,14897.31,6630.44,942403.0,0,0
304,4,1302.86,255988.0,0.0,0,0
372,1,3048.91,19981.0,521181.21,0,0
373,5,80794.98,16652.0,9678710.64,0,0
251,5,450641.64,151212.34,2111525.08,0,0
250,5,279601.53,0.0,659487.85,0,0
308,4,18723.39,0.0,0.0,0,0
230,5,187465.04,0.0,3014246.41,0,0
309,4,430.74,5445.03,0.0,0,0
406,4,5737.66,34222.0,0.0,0,0
13,4,15478.25,0.0,0.0,0,0
401,5,309502.57,31340.0,657461.61,0,0
277,4,3627.64,617143.72,0.0,0,0
300,5,325544.25,116756.02,1310570.72,0,0
42,5,58978.67,0.0,1114475.69,0,0
214,4,14090.47,435043.0,0.0,0,0
132,5,178767.28,23796.0,729223.63,0,0
305,5,338155.12,0.0,4142484.59,0,0
350,4,16862.23,116580.0,0.0,0,0
328,3,217760.91,23640276.43,397885.43,0,0
158,5,12464.3,0.0,477669.14,0,0
187,4,2966.21,389.0,0.0,0,0
306,3,1139.56,10038750.49,269282.92,0,0
34,3,273934.2,5757971.76,427065.63,0,0
250,2,703943.22,0.0,1128444.35,0,0
692,5,52038.22,261.0,0.0,0,0
403,4,36581.73,0.0,0.0,0,0
400,2,1011588.94,3465.0,0.0,0,0
374,3,70396.87,4208452.9,174992.11,0,0
328,4,9305.06,0.0,0.0,0,0
350,3,103404.07,1134152.08,1763853.94,0,0
16,3,129060.63,62018.32,195274.67,0,0
332,3,196454.64,18283571.25,903021.6,0,0
402,4,3918.17,52846.0,0.0,0,0
297,3,186441.28,3073106.72,309492.28,0,0
259,3,144368.49,7504271.55,7145177.77,0,0
401,3,3225.4,7624689.82,18965.04,0,0
379,3,24817.72,4109578.77,79445.56,0,0
396,1,2312.88,0.0,4365653.98,0,0
180,5,86001.09,0.0,122585.23,0,0
399,4,38315.32,30302.0,0.0,0,0
307,3,105331.25,3099571.46,4710565.48,0,0
161,5,213425.07,0.0,665303.63,0,0
372,3,181095.97,47013.0,0.0,0,0
324,3,136935.1,8056289.04,1330465.24,0,0
11,5,2436.39,0.0,164648.9,0,0
38,3,349260.91,3274199.28,988263.28,0,0
374,5,353282.12,88837.0,301514.07,0,0
401,2,628560.18,5274.0,8163.83,0,0
12,5,127603.15,1009180.54,315529.55,0,0
321,3,75820.67,2660317.51,386583.98,0,0
20,5,29051.46,0.0,551991.68,0,0
323,4,42295.91,0.0,0.0,0,0
131,5,51399.32,0.0,203027.65,0,0
308,5,59078.77,11345.0,0.0,0,0
250,5,55347.77,0.0,256084.46,0,0
378,4,9884.86,1356.83,0.0,0,0
188,5,110722.44,0.0,532547.81,0,0
355,4,12756.73,0.0,0.0,0,0
213,4,5440.67,49591.0,0.0,0,0
9,2,2619264.99,0.0,4338207.84,0,0
208,5,37944.23,101884.0,3283391.9,0,0
404,5,39419.32,25206.0,639881.5,0,0
155,4,2495.84,95162.0,0.0,0,0
330,5,181786.94,32214.0,78501.28,0,0
157,4,8609.14,0.0,0.0,0,0
15,4,6108.97,646.0,0.0,0,0
596,4,7941.04,191620.9,0.0,0,0
183,4,26689.43,132657.55,0.0,0,0
257,3,94095.77,12320.0,0.0,0,0
373,4,19565.18,0.0,0.0,0,0
161,4,3645.09,0.0,0.0,0,0
130,4,8544.47,110650.13,0.0,0,0
161,3,67677.24,4596818.32,151494.68,0,0
302,2,264290.42,2038.0,399685.37,0,0
375,3,50147.03,4604626.77,1897656.16,0,0
346,4,4390.24,325011.97,0.0,0,0
710,3,17592.74,20341.0,1232835.48,0,0
13,4,10447.37,33925.0,0.0,0,0
313,4,5985.74,55695.0,0.0,0,0
165,4,371.64,0.0,0.0,0,0
350,3,111236.48,6573349.69,2124587.71,0,0
19,3,335100.38,2060492.71,3742388.93,0,0
250,3,247960.1,3197086.39,5174884.79,0,0
262,5,177551.13,0.0,3150975.18,0,0
354,5,66297.12,0.0,603352.93,0,0
9,5,280461.08,255713.0,16594.0,0,0
119,4,11585.47,0.0,0.0,0,0
184,5,236967.53,61697.0,110632.55,0,0
310,4,15503.17,150039.85,0.0,0,0
345,2,75605.37,51170.23,176872.73,0,0
189,3,138209.58,801705.04,562906.42,0,0
279,5,104590.17,29365.0,646554.31,0,0
399,4,47371.8,122.0,0.0,0,0
309,3,197685.14,50336.0,0.0,0,0
33,4,38635.66,0.0,0.0,0,0
283,4,10331.28,22210.0,0.0,0,0
235,5,56660.29,5394.0,7928235.69,0,0
397,5,197101.9,0.0,1034633.78,0,0
163,4,1540.32,0.0,0.0,0,0
235,3,216688.43,5530830.8,1119056.18,0,0
154,5,255177.4,339734.0,379585.53,0,0
184,5,12648.39,0.0,3541232.19,0,0
207,4,3639.62,248018.3,0.0,0,0
210,3,169118.98,144417.08,345888.01,0,0
307,4,1205.13,21496.96,0.0,0,0
375,4,5299.96,1925.0,0.0,0,0
283,4,40146.17,0.0,0.0,0,0
376,2,215784.63,0.0,315948.22,0,0
369,4,2764.93,0.0,0.0,0,0
380,5,30036.11,0.0,6262498.22,0,0
250,5,448693.6,33099.0,0.0,0,0
518,5,86892.85,0.0,550240.47,0,0
398,5,181055.9,21054.0,507874.63,0,0
226,4,6456.04,235915.0,0.0,0,0
206,5,73877.78,0.0,5281198.5,0,0
181,5,191420.22,99068.0,6578307.38,0,0
9,3,103118.32,10196.0,78968.16,0,0
596,4,26444.74,0.0,0.0,0,0
188,5,240473.02,14906.0,251160.79,0,0
139,3,99776.37,10516272.62,942157.75,0,0
376,3,107078.15,15449.0,2428004.67,0,0
360,4,3019.2,374.0,0.0,0,0
185,5,17759.78,11266.0,865952.67,0,0
93,4,1802.82,111218.0,0.0,0,0
131,5,82457.17,0.0,241094.11,0,0
284,5,89010.54,11394.0,0.0,0,0
255,4,8066.33,0.0,0.0,0,0
300,3,199257.72,4140559.63,2852533.58,0,0
307,5,7988.92,5163.0,39479.52,0,0
12,5,96588.98,29831.0,0.0,0,0
41,4,12730.06,434057.0,0.0,0,0
133,3,197691.3,996605.61,197750.03,0,0
209,4,3931.23,595828.25,0.0,0,0
158,2,267273.38,0.0,1518773.55,0,0
614,4,36.8,0.0,0.0,0,0
37,5,564429.7,24361.0,0.0,0,0
129,4,16310.24,393197.18,0.0,0,0
215,4,8964.28,58712.0,0.0,0,0
350,4,24693.37,0.0,0.0,0,0
346,4,36538.47,20049.0,0.0,0,0
349,4,20598.87,249516.0,0.0,0,0
163,5,265997.9,59381.0,60252.27,0,0
333,2,88226.5,0.0,1009014.12,0,0
36,4,20386.57,144449.4,0.0,0,0
404,4,7359.56,15573.0,0.0,0,0
180,4,4296.47,40562.0,0.0,0,0
399,5,71797.04,161217.69,28341556.4,0,0
183,5,9323.96,0.0,2349887.91,0,0
395,3,139774.64,2554927.06,1800709.51,0,0
350,4,15286.79,40602.0,0.0,0,0
250,5,469354.37,0.0,1075240.01,0,0
428,5,135282.73,29945.0,3222996.3,0,0
349,3,158367.43,8283489.44,725249.39,0,0
42,3,307696.75,1952032.98,1592344.82,0,0
234,4,2037.13,282113.41,0.0,0,0
373,3,555909.98,5849554.39,39303631.21,0,0
281,3,192833.73,2702802.02,6931566.06,0,0
11,5,519968.13,61392.0,4107847.02,0,0
180,4,31126.4,419061.41,0.0,0,0
349,3,115936.67,5285734.29,1569664.28,0,0
426,4,26201.57,52209.0,0.0,0,0
356,5,597807.69,0.0,1238009.4,0,0
304,5,54103.88,0.0,266972.5,0,0
404,5,155469.01,5830.02,2288565.25,0,0
234,3,103687.59,11558.0,0.0,0,0
297,3,78398.91,307.0,155481.73,0,0
347,5,33310.45,21913.0,404987.65,0,0
96,4,2334.72,0.0,0.0,0,0
321,4,7278.72,0.0,0.0,0,0
19,4,3986.66,116581.25,0.0,0,0
400,5,252915.74,0.0,1088759.38,0,0
305,3,212778.44,9014664.01,1834133.8,0,0
212,5,65590.05,62648.0,195901.74,0,0
394,4,8148.64,0.0,0.0,0,0
202,5,19358.85,93019.0,0.0,0,0
129,3,255014.06,1105959.57,2001444.78,0,0
180,5,198478.77,0.0,322941.25,0,0
132,5,126348.1,127947.0,3250512.31,0,0
236,4,3896.27,15738.0,0.0,0,0
212,4,2517.23,82401.97,0.0,0,0
325,4,5766.0,4274.0,0.0,0,0
203,3,6017.99,4681532.15,109489.94,0,0
178,5,159298.27,30179.0,203271.43,0,0
163,4,15062.32,146956.4,0.0,0,0
312,5,195672.67,40365.0,0.0,0,0
38,3,106504.41,1583208.64,26172489.03,0,0
42,3,58814.19,21090.0,0.0,0,0
121,4,17015.51,112624.0,0.0,0,0
204,5,165052.0,11870.0,70426.89,0,0
42,2,639596.66,27615.0,7807.4,0,0
230,4,1029.9,8162.0,0.0,0,0
43,4,16763.0,32941.0,0.0,0,0
138,3,158386.67,40518.0,228845.77,0,0
260,4,3179.1,32666.0,0.0,0,0
164,4,3933.01,0.0,0.0,0,0
162,5,245085.15,19879.0,0.0,0,0
327,4,68341.95,291682.17,0.0,0,0
262,5,98954.4,60904.0,14166.14,0,0
139,2,297494.59,0.0,741503.08,0,0
211,4,16082.97,0.0,0.0,0,0
306,5,179709.56,0.0,234132.34,0,0
563,3,311348.05,1098186.71,3188813.33,0,0
135,3,12041.17,2582171.51,35802.97,0,0
38,3,162129.73,573157.44,7805793.99,0,0
135,5,306475.64,96074.0,867479.29,0,0
15,5,9142.24,0.0,1785724.68,0,0
378,3,62816.46,3830274.72,746479.61,0,0
8,5,129503.55,10059.23,770540.57,0,0
356,4,9366.73,27072.45,0.0,0,0
595,5,104766.48,0.0,6057430.39,0,0
162,4,12160.27,12314.0,0.0,0,0
351,5,434652.02,0.0,731854.76,0,0
353,3,130669.95,90430.0,0.0,0,0
298,4,20401.8,430619.54,0.0,0,0
348,5,102291.61,0.0,1705864.35,0,0
394,5,361486.37,21625.0,0.0,0,0
236,3,34710.62,2806738.52,60302.19,0,0
180,3,223975.55,20.0,0.0,0,0
322,2,484825.87,0.0,2156290.26,0,0
282,5,21847.12,31404.0,252614.02,0,0
298,4,30588.14,74.0,0.0,0,0
162,3,185109.44,153223.0,605573.66,0,0
355,3,49191.44,556087.53,566875.1,0,0
227,4,30855.31,0.0,0.0,0,0
332,4,20440.94,0.0,0.0,0,0
42,3,220990.15,760766.0,0.0,0,0
637,3,14404.68,25391.0,254033.08,0,0
14,5,127986.37,0.0,1436907.85,0,0
209,3,61066.96,1429883.03,2448020.59,0,0
213,4,64850.62,190888.64,0.0,0,0
25,2,335398.03,0.0,1217060.79,0,0
13,5,271039.12,767.0,0.0,0,0
382,5,15880.56,0.0,457028.36,0,0
346,3,8058.13,90010.77,569916.34,0,0
302,3,65508.0,10379417.44,1766170.8,0,0
404,5,144192.35,0.0,2833196.92,0,0
140,4,617.52,18713.67,0.0,0,0
155,4,12510.04,11313.0,0.0,0,0
349,3,236891.81,16118.0,0.0,0,0
207,5,254516.07,128017.0,308489.48,0,0
34,4,921.47,0.0,0.0,0,0
209,4,14194.39,0.0,0.0,0,0
9,4,18737.88,28048.0,0.0,0,0
323,4,27781.58,5456.0,0.0,0,0
345,3,143645.66,122070.72,462364.07,0,0
275,3,25522.65,4879232.89,2839747.16,0,0
205,4,27866.06,8407.0,0.0,0,0
283,5,130968.09,21452.0,0.0,0,0
163,5,123198.36,28823.48,1928891.14,0,0
139,4,23668.03,0.0,0.0,0,0
259,5,170798.0,61516.0,0.0,0,0
281,5,90849.87,21310.0,49805.23,0,0
254,4,18234.66,150093.0,0.0,0,0
403,4,3694.09,11062.0,0.0,0,0
258,4,8174.25,90539.0,0.0,0,0
205,4,12103.64,0.0,0.0,0,0
327,4,25599.83,50887.0,0.0,0,0
40,4,7201.68,208135.0,0.0,0,0
34,5,208929.82,383200.0,410939.18,0,0
257,4,13608.08,9435.78,0.0,0,0
276,5,38674.61,40310.0,36465.47,0,0
330,5,236302.75,17235.0,1770426.5,0,0
354,4,9526.62,0.0,0.0,0,0
187,4,18418.79,0.0,0.0,0,0
235,5,439832.6,0.0,1002464.72,0,0
141,4,8892.99,295079.99,0.0,0,0
251,4,48575.64,146.0,0.0,0,0
235,3,411907.67,20603.0,0.0,0,0
381,2,300826.4,0.0,1968189.74,0,0
133,3,120389.79,8709181.6,2740844.37,0,0
230,4,7941.08,0.0,0.0,0,0
401,4,2196.86,477223.19,0.0,0,0
282,5,124771.53,0.0,1936272.3,0,0
326,1,5995.51,198514.0,6070697.34,0,0
183,5,25305.69,22335.0,0.0,0,0
259,2,1067326.9,5894.47,2153365.8,0,0
202,4,7724.81,39966.0,0.0,0,0
283,3,113299.66,12464258.01,576428.53,0,0
297,5,83262.65,21423.0,0.0,0,0
308,4,21138.57,0.0,0.0,0,0
35,4,5059.46,6123.0,0.0,0,0
383,3,82679.69,6281419.34,2406679.8,0,0
153,3,157891.11,52616.0,0.0,0,0
495,3,123558.4,12337054.91,2279076.97,0,0
358,3,446685.26,392375.25,1722055.0,0,0
139,5,233562.81,148313.31,0.0,0,0
322,5,78612.57,40594.28,112665.95,0,0
184,4,12986.54,0.0,0.0,0,0
207,4,10122.22,25227.0,0.0,0,0
548,5,183395.25,116.0,454887.2,0,0
140,3,60708.21,3654697.91,1275394.46,0,0
129,4,14479.32,1801.0,0.0,0,0
306,3,133873.41,6072.0,102047.95,0,0
14,5,144658.87,0.0,312543.93,0,0
12,4,10616.34,63966.32,0.0,0,0
236,5,262770.85,0.0,921585.17,0,0
209,5,368093.2,10632.87,1674201.99,0,0
253,5,210875.7,8165.0,0.0,0,0
332,3,48470.29,164901.38,1390119.79,0,0
259,4,7727.04,86091.0,0.0,0,0
301,5,146767.51,0.0,655903.84,0,0
16,5,446317.22,152.0,1711524.34,0,0
43,4,8994.54,0.0,0.0,0,0
332,4,21810.09,505461.24,0.0,0,0
255,5,256861.29,0.0,564569.97,0,0
186,3,212548.86,2020.0,2480750.6,0,0
280,3,54297.54,28761.0,253291.04,0,0
522,4,8264.05,0.0,0.0,0,0
349,4,31930.13,44425.09,0.0,0,0
303,5,232724.72,0.0,869376.89,0,0
140,5,50718.61,20322.0,3266720.42,0,0
373,3,81865.05,777143.12,2485353.72,0,0
226,4,2093.9,0.0,0.0,0,0
307,5,47209.68,20369.0,1659306.12,0,0
283,4,12246.7,0.0,0.0,0,0
403,3,217348.48,28717.0,0.0,0,0
25,4,1048.27,623086.96,0.0,0,0
302,4,23810.41,55542.0,0.0,0,0
186,3,90895.62,2998352.29,1575248.38,0,0
225,5,80146.53,0.0,4667023.75,0,0
187,2,376940.48,68564.84,2000462.76,0,0
11,4,3241.74,768829.59,0.0,0,0
324,5,24655.82,20964.0,0.0,0,0
155,3,260115.99,2577097.01,685190.74,0,0
38,5,352082.04,0.0,446589.04,0,0
134,4,19864.31,125153.34,0.0,0,0
42,4,7833.44,937.44,0.0,0,0
301,2,8047425.19,0.0,40709424.06,0,0
187,3,87621.13,684405.0,5643.68,0,0
325,5,80579.03,0.0,2730680.85,0,0
41,4,4048.31,10743.0,0.0,0,0
351,3,104973.86,34169281.08,243263.15,0,0
177,4,389.94,36150.0,0.0,0,0
33,5,179065.0,5545.0,140812.84,0,0
548,5,124088.39,51151.0,1657583.2,0,0
231,5,186034.84,0.0,7109209.89,0,0
164,4,13724.09,0.0,0.0,0,0
255,3,12390.47,4999375.87,341567.26,0,0
393,4,29584.79,27603.0,0.0,0,0
283,5,58615.21,10114.0,42681.13,0,0
396,5,170850.0,0.0,334972.68,0,0
38,3,254019.82,944355.0,95238.39,0,0
181,5,18214.03,296.0,7285081.85,0,0
297,4,41951.27,863.0,0.0,0,0
44,4,7639.07,0.0,0.0,0,0
38,5,118571.63,0.0,1133958.78,0,0
399,4,49769.82,17587.0,0.0,0,0
351,5,79008.66,0.0,2394835.7,0,0
202,3,226387.07,243108.15,3044864.22,0,0
299,3,145319.2,6304625.06,10267127.05,0,0
404,2,303857.54,2006.0,79317.26,0,0
348,4,16768.9,42475.0,0.0,0,0
300,4,1533.63,366.22,0.0,0,0
238,4,16502.23,0.0,0.0,0,0
403,4,1227.02,0.0,0.0,0,0
135,3,164270.66,9348937.52,3520534.73,0,0
96,4,3720.64,16707.0,0.0,0,0
306,4,10549.66,0.0,0.0,0,0
686,4,19365.23,288927.82,0.0,0,0
186,4,6573.52,0.0,0.0,0,0
167,2,335190.71,20538.0,60047.81,0,0
202,4,2868.9,0.0,0.0,0,0
20,4,8781.65,0.0,0.0,0,0
350,3,332859.71,1344.0,1078333.16,0,0
380,3,153598.42,1549965.76,222493.91,0,0
406,4,29683.57,38342.62,0.0,0,0
43,4,12882.71,112470.0,0.0,0,0
163,3,83697.12,297284.97,90432.27,0,0
20,4,18584.08,0.0,0.0,0,0
208,4,11283.88,0.0,0.0,0,0
207,3,64128.02,727628.28,359024.81,0,0
134,4,12360.52,947913.55,0.0,0,0
35,2,744675.06,0.0,2071509.28,0,0
183,5,384196.87,102255.0,1259082.14,0,0
164,5,284417.74,0.0,1247365.69,0,0
251,5,154204.19,0.0,278694.6,0,0
133,3,279444.77,20085.0,0.0,0,0
9,5,131087.85,0.0,2650232.5,0,0
353,4,7231.19,0.0,0.0,0,0
298,3,383669.11,4861129.49,5865425.45,0,0
16,4,9241.33,0.0,0.0,0,0
231,5,28688.53,0.0,1922949.38,0,0
40,4,4355.45,52380.52,0.0,0,0
202,5,184595.7,0.0,277569.1,0,0
133,5,74041.05,0.0,8237148.8,0,0
191,4,3012.93,77591.0,0.0,0,0
231,5,28438.59,0.0,4728323.68,0,0
203,5,312973.45,50321.0,0.0,0,0
284,3,34460.45,5398.0,655931.02,0,0
403,4,19524.75,0.0,0.0,0,0
396,5,412663.98,162756.0,0.0,0,0
324,3,99402.04,198115.46,2040199.27,0,0
331,4,9656.17,48639.43,0.0,0,0
288,4,9113.27,16631.0,0.0,0,0
347,4,15392.14,0.0,0.0,0,0
132,5,205342.22,0.0,3922234.36,0,0
36,4,42160.71,288221.03,0.0,0,0
36,5,234794.3,0.0,615276.89,0,0
255,1,2679.82,14463.0,109046.1,0,0
10,2,2010387.29,0.0,16124628.76,0,0
188,3,20820.34,351771.1,310211.76,0,0
18,5,57633.5,15448.0,586934.58,0,0
185,3,228890.09,1669140.82,1049828.07,0,0
355,5,356207.77,0.0,1404975.07,0,0
211,4,1429.02,85935.42,0.0,0,0
396,3,132169.32,5185.0,3995696.32,0,0
398,2,1549165.96,0.0,5521496.84,0,0
283,5,330997.92,0.0,407850.53,0,0
395,4,24738.16,36950.0,0.0,0,0
393,5,154097.49,0.0,462549.67,0,0
203,5,186387.62,45735.0,1209306.2,0,0
139,5,124914.92,0.0,3058314.54,0,0
137,5,22672.59,0.0,359125.06,0,0
377,5,161748.53,0.0,320528.21,0,0
261,5,156670.29,2046.0,280067.96,0,0
17,3,249151.79,269816.0,881.0,0,0
155,3,72956.81,2361865.47,5111891.69,0,0
134,2,1713067.67,0.0,1983150.65,0,0
355,5,228617.88,25993.0,0.0,0,0
129,5,91617.41,52569.0,163771.45,0,0
448,4,37764.43,42111.0,0.0,0,0
380,4,9770.26,10245.0,0.0,0,0
21,3,202557.3,100077.0,0.0,0,0
208,5,137525.15,9039.0,0.0,0,0
15,4,12926.19,0.0,0.0,0,0
329,3,354699.69,202701.0,1485684.27,0,0
44,2,10789.26,527265.0,0.0,0,0
282,3,188444.01,6820213.78,356942.41,0,0
253,4,125.86,303704.0,0.0,0,0
206,3,214584.61,10666.0,0.0,0,0
369,4,3539.77,3747.0,0.0,0,0
137,4,40392.72,645680.23,0.0,0,0
348,4,20499.33,0.0,0.0,0,0
402,4,74161.08,0.0,0.0,0,0
249,5,269317.31,0.0,1035784.46,0,0
378,3,493671.3,265748.0,1427272.46,0,0
259,5,51155.24,9249.0,694903.23,0,0
212,4,23811.42,3980.53,0.0,0,0
183,4,11695.55,0.0,0.0,0,0
332,4,16851.03,0.0,0.0,0,0
15,5,533567.22,229829.0,0.0,0,0
38,5,184079.9,0.0,1274225.94,0,0
21,5,253312.69,20793.0,0.0,0,0
379,5,115163.73,16158.0,91100.0,0,0
356,5,170215.57,50031.0,3539021.28,0,0
380,4,42060.05,0.0,0.0,0,0
9,4,8141.22,127212.19,0.0,0,0
375,5,221148.09,0.0,1495433.78,0,0
161,5,75576.09,0.0,1334903.3,0,0
402,4,3508.61,69391.0,0.0,0,0
690,4,7405.43,318777.26,0.0,0,0
